den,datum,orp_kod,orp_nazev,incidence_7,incidence_65_7,incidence_75_7,prevalence,prevalence_65,prevalence_75,aktualni_pocet_hospitalizovanych_osob,nove_hosp_7,testy_7,code,name,population,population_65,code_region,name_region,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score
sobota,2020-10-10,5304,Chrudim,180,30,11,253,43,17,15,11,1009,5304,Chrudim,83596,17211,CZ053,Pardubický kraj,344.51409158332933,13,True,0,307.94259485212945,13,True,2,17.839444995044598,15,True,2,1.487603305785124,20,65
sobota,2020-10-10,5305,Králíky,14,2,2,17,3,2,1,1,55,5305,Králíky,8676,1838,CZ053,Pardubický kraj,242.04702627939145,13,True,0,217.6278563656148,10,True,2,25.454545454545453,25,True,2,2.0,30,82
sobota,2020-10-10,5306,Lanškroun,49,7,1,59,10,3,7,7,172,5306,Lanškroun,23140,4468,CZ053,Pardubický kraj,280.8988764044944,13,True,0,246.19516562220232,13,True,2,28.488372093023255,30,True,2,3.0625,30,90
sobota,2020-10-10,5307,Litomyšl,114,22,11,158,36,18,6,5,431,5307,Litomyšl,27205,5327,CZ053,Pardubický kraj,683.697849659989,16,True,0,844.7531443589262,16,True,2,26.450116009280745,30,True,2,1.3411764705882352,15,81
sobota,2020-10-10,5308,Moravská Třebová,26,6,2,36,7,2,4,4,156,5308,Moravská Třebová,26138,5476,CZ053,Pardubický kraj,156.859744433392,10,True,0,109.5690284879474,7,True,2,16.666666666666664,15,True,2,1.7333333333333334,25,61
sobota,2020-10-10,5309,Pardubice,293,28,10,443,43,18,15,15,1362,5309,Pardubice,131691,26335,CZ053,Pardubický kraj,341.7090006150762,13,True,0,159.48357698879818,10,True,2,21.512481644640236,20,True,2,1.646067415730337,25,72
sobota,2020-10-10,5310,Polička,36,9,5,56,11,6,5,4,244,5310,Polička,19611,3995,CZ053,Pardubický kraj,372.2400693488348,13,True,0,300.37546933667085,13,True,2,14.754098360655737,11,True,2,0.9,5,46
sobota,2020-10-10,5311,Přelouč,43,5,2,60,7,1,3,2,172,5311,Přelouč,25840,5172,CZ053,Pardubický kraj,228.32817337461302,10,True,0,154.67904098994586,10,True,2,25.0,25,True,2,2.388888888888889,30,79
sobota,2020-10-10,5312,Svitavy,58,11,7,78,13,8,9,9,268,5312,Svitavy,31379,6533,CZ053,Pardubický kraj,305.93709168552215,13,True,0,198.98974437471298,10,True,2,21.641791044776117,20,True,2,1.288888888888889,15,62
sobota,2020-10-10,5313,Ústí nad Orlicí,73,11,3,105,15,5,7,9,265,5313,Ústí nad Orlicí,26573,5651,CZ053,Pardubický kraj,436.53332329808455,13,True,0,300.83171120155725,13,True,2,27.547169811320753,30,True,2,1.5869565217391304,20,80
sobota,2020-10-10,5314,Vysoké Mýto,186,17,6,244,23,10,10,13,502,5314,Vysoké Mýto,32454,6661,CZ053,Pardubický kraj,816.5403340112159,16,True,0,390.33178201471253,13,True,2,37.05179282868526,30,True,2,2.066666666666667,30,93
sobota,2020-10-10,5315,Žamberk,84,10,2,110,13,3,6,5,310,5315,Žamberk,29463,5651,CZ053,Pardubický kraj,383.5318874520585,13,True,0,247.74376216598833,13,True,2,27.09677419354839,30,True,2,2.896551724137931,30,90
sobota,2020-10-10,6101,Bystřice nad Pernštejnem,47,16,4,68,19,5,19,15,154,6101,Bystřice nad Pernštejnem,19755,4235,CZ063,Kraj Vysočina,430.2708175145533,13,True,0,613.9315230224321,16,True,2,30.519480519480517,30,True,2,1.2702702702702702,15,78
sobota,2020-10-10,6102,Havlíčkův Brod,100,16,3,146,25,10,10,8,448,6102,Havlíčkův Brod,52932,10770,CZ063,Kraj Vysočina,317.3883473135344,13,True,0,241.41132776230268,13,True,2,22.321428571428573,20,True,2,1.4492753623188406,20,70
sobota,2020-10-10,6103,Humpolec,76,6,2,86,8,2,2,4,196,6103,Humpolec,17852,3773,CZ063,Kraj Vysočina,655.3887519605646,16,True,0,318.0492976411344,13,True,2,38.775510204081634,30,True,2,1.5833333333333333,20,83
sobota,2020-10-10,6104,Chotěboř,39,5,1,46,8,2,2,1,156,6104,Chotěboř,21872,4804,CZ063,Kraj Vysočina,256.03511338697876,13,True,0,187.34388009991673,10,True,2,25.0,25,True,2,2.0526315789473686,30,82
sobota,2020-10-10,6105,Jihlava,351,51,24,481,76,32,44,29,1095,6105,Jihlava,101074,19707,CZ063,Kraj Vysočina,550.0920117933396,16,True,0,436.3931597909372,13,True,2,32.054794520547944,30,True,2,1.4268292682926829,20,83
sobota,2020-10-10,6106,Moravské Budějovice,74,23,18,105,24,16,23,25,193,6106,Moravské Budějovice,23098,4818,CZ063,Kraj Vysočina,385.3147458654429,13,True,0,539.6430053964301,16,True,2,38.34196891191709,30,True,2,2.642857142857143,30,93
sobota,2020-10-10,6107,Náměšť nad Oslavou,23,5,3,41,6,4,2,2,95,6107,Náměšť nad Oslavou,13440,2841,CZ063,Kraj Vysočina,252.97619047619048,13,True,0,211.19324181626186,10,True,2,24.210526315789473,25,True,2,1.6428571428571428,25,77
sobota,2020-10-10,6108,Nové Město na Moravě,54,4,0,70,6,2,7,5,256,6108,Nové Město na Moravě,19386,4017,CZ063,Kraj Vysočina,495.2027236149799,16,True,0,248.94199651481205,13,True,2,21.09375,20,False,0,1.2,15,66
sobota,2020-10-10,6109,Pacov,10,2,1,13,3,1,0,0,53,6109,Pacov,9364,2205,CZ063,Kraj Vysočina,181.54634771465186,10,True,0,136.05442176870747,10,True,2,18.867924528301888,15,True,2,1.4285714285714286,20,59
sobota,2020-10-10,6110,Pelhřimov,132,22,11,178,23,10,8,10,369,6110,Pelhřimov,45086,9648,CZ063,Kraj Vysočina,554.4958523710243,16,True,0,331.6749585406302,13,True,2,35.77235772357724,30,True,2,1.5529411764705883,20,83
sobota,2020-10-10,6111,Světlá nad Sázavou,69,18,8,89,24,10,5,6,196,6111,Světlá nad Sázavou,19690,4322,CZ063,Kraj Vysočina,507.87201625190454,16,True,0,647.8482184173994,16,True,2,35.204081632653065,30,True,2,2.090909090909091,30,96
sobota,2020-10-10,6112,Telč,24,2,1,36,2,1,1,1,96,6112,Telč,12975,2736,CZ063,Kraj Vysočina,269.7495183044316,13,True,0,109.64912280701753,7,True,2,25.0,25,True,2,1.6,25,74
sobota,2020-10-10,6113,Třebíč,286,61,43,496,86,56,33,38,709,6113,Třebíč,74272,15148,CZ063,Kraj Vysočina,537.2145626884964,16,True,0,488.5133350937418,16,True,2,40.33850493653032,30,True,2,2.4237288135593222,30,96
sobota,2020-10-10,6114,Velké Meziříčí,214,24,9,254,23,8,12,15,498,6114,Velké Meziříčí,36390,6564,CZ063,Kraj Vysočina,827.1503160208849,16,True,0,426.56916514320534,13,True,2,42.971887550200805,30,True,2,2.2061855670103094,30,93
sobota,2020-10-10,6115,Žďár nad Sázavou,116,21,15,141,22,15,13,9,405,6115,Žďár nad Sázavou,42627,8703,CZ063,Kraj Vysočina,396.4623360780726,13,True,0,390.6698839480639,13,True,2,28.641975308641975,30,True,2,2.0350877192982457,30,90
sobota,2020-10-10,6201,Blansko,139,33,18,172,33,19,6,4,485,6201,Blansko,57126,11918,CZ064,Jihomoravský kraj,330.8476000420124,13,True,0,318.84544386642057,13,True,2,28.659793814432987,30,True,2,2.1384615384615384,30,90
sobota,2020-10-10,6202,Boskovice,213,40,12,287,57,20,17,21,579,6202,Boskovice,52010,10490,CZ064,Jihomoravský kraj,628.7252451451643,16,True,0,638.7035271687321,16,True,2,36.787564766839374,30,True,2,1.4689655172413794,20,86
sobota,2020-10-10,6203,Brno,1241,199,104,1590,241,121,133,124,4498,6203,Brno,381346,79457,CZ064,Jihomoravský kraj,482.7636844230699,16,True,0,346.09914796682483,13,True,2,27.590040017785682,30,True,2,1.8633633633633633,25,88
sobota,2020-10-10,6204,Břeclav,72,14,5,116,24,9,16,11,354,6204,Břeclav,59715,12216,CZ064,Jihomoravský kraj,214.3515029724525,10,True,0,221.02161100196463,10,True,2,20.33898305084746,20,False,0,1.3584905660377358,15,57
sobota,2020-10-10,6205,Bučovice,27,9,4,29,9,4,6,4,86,6205,Bučovice,16111,3177,CZ064,Jihomoravský kraj,192.41512010427658,10,True,0,283.28611898017,13,True,2,31.3953488372093,30,True,2,3.857142857142857,30,87
sobota,2020-10-10,6206,Hodonín,151,16,7,239,42,14,15,14,568,6206,Hodonín,60685,12248,CZ064,Jihomoravský kraj,448.21619840158195,13,True,0,449.05290659699546,13,True,2,26.58450704225352,30,False,0,1.1984126984126984,10,68
sobota,2020-10-10,6207,Hustopeče,61,6,2,77,10,3,8,6,245,6207,Hustopeče,36311,6981,CZ064,Jihomoravský kraj,247.85877557764866,13,True,0,171.89514396218308,10,True,2,24.897959183673468,25,True,2,2.1785714285714284,30,82
sobota,2020-10-10,6208,Ivančice,37,6,2,50,7,2,4,5,157,6208,Ivančice,24459,4805,CZ064,Jihomoravský kraj,220.7776278670428,10,True,0,187.30489073881373,10,True,2,23.56687898089172,25,True,2,1.9473684210526316,30,79
sobota,2020-10-10,6209,Kuřim,87,15,5,119,21,8,4,4,285,6209,Kuřim,23345,4177,CZ064,Jihomoravský kraj,599.7001499250374,16,True,0,550.6344266219775,16,True,2,30.526315789473685,30,True,2,1.5818181818181818,20,86
sobota,2020-10-10,6210,Kyjov,243,39,16,380,74,37,23,21,728,6210,Kyjov,55543,11542,CZ064,Jihomoravský kraj,707.5599085393299,16,True,0,667.1287471841969,16,True,2,33.379120879120876,30,True,2,1.5477707006369428,20,86
sobota,2020-10-10,6211,Mikulov,33,7,2,42,9,2,5,4,132,6211,Mikulov,20265,3954,CZ064,Jihomoravský kraj,222.05773501110286,10,True,0,227.6176024279211,10,True,2,25.0,25,True,2,2.2,30,79
sobota,2020-10-10,6212,Moravský Krumlov,36,2,1,48,2,1,0,0,140,6212,Moravský Krumlov,22452,4592,CZ064,Jihomoravský kraj,231.6052022091573,10,True,0,43.55400696864111,4,True,2,25.71428571428571,25,True,2,1.7142857142857142,25,68
sobota,2020-10-10,6213,Pohořelice,32,6,3,37,7,4,5,4,107,6213,Pohořelice,14599,2588,CZ064,Jihomoravský kraj,301.3905061990547,13,True,0,270.4791344667697,13,True,2,29.906542056074763,30,True,2,2.1333333333333333,30,90
sobota,2020-10-10,6214,Rosice,72,10,7,89,14,10,7,7,240,6214,Rosice,26284,5080,CZ064,Jihomoravský kraj,403.28717090245016,13,True,0,433.07086614173227,13,True,2,30.0,30,True,2,1.411764705882353,20,80
sobota,2020-10-10,6215,Slavkov u Brna,47,3,1,60,3,1,3,5,196,6215,Slavkov u Brna,24027,4191,CZ064,Jihomoravský kraj,299.6628792608316,13,True,0,71.58196134574086,7,True,2,23.97959183673469,25,True,2,1.9583333333333333,30,79
sobota,2020-10-10,6216,Šlapanice,234,30,8,314,40,13,19,15,874,6216,Šlapanice,70414,12564,CZ064,Jihomoravský kraj,511.261964950152,16,True,0,350.20694046482015,13,True,2,26.773455377574372,30,True,2,1.8,25,88
sobota,2020-10-10,6217,Tišnov,88,12,4,117,16,7,8,7,292,6217,Tišnov,31725,6213,CZ064,Jihomoravský kraj,434.9881796690307,13,True,0,321.90568163528087,13,True,2,30.136986301369863,30,True,2,1.6923076923076923,25,85
sobota,2020-10-10,6218,Veselí nad Moravou,174,22,12,237,28,15,17,15,422,6218,Veselí nad Moravou,37715,8138,CZ064,Jihomoravský kraj,684.0779530690706,16,True,0,356.3529122634554,13,True,2,41.23222748815166,30,True,2,1.8709677419354838,25,88
sobota,2020-10-10,6219,Vyškov,109,12,5,144,12,5,8,7,418,6219,Vyškov,52142,10312,CZ064,Jihomoravský kraj,339.4576349200261,13,True,0,145.46159813809155,10,True,2,26.076555023923444,30,True,2,1.6515151515151516,25,82
sobota,2020-10-10,6220,Znojmo,179,26,9,226,36,10,22,16,644,6220,Znojmo,91899,18089,CZ064,Jihomoravský kraj,281.83114070882164,13,True,0,259.8264138426668,13,True,2,27.795031055900623,30,True,2,1.5982142857142858,20,80
sobota,2020-10-10,6221,Židlochovice,82,12,7,103,11,6,6,7,311,6221,Židlochovice,33816,5888,CZ064,Jihomoravský kraj,405.13366453749705,13,True,0,254.7554347826087,13,True,2,26.366559485530544,30,True,2,1.5471698113207548,20,80
sobota,2020-10-10,7101,Hranice,80,14,3,120,16,5,2,3,323,7101,Hranice,34146,6800,CZ071,Olomoucký kraj,412.932700755579,13,True,0,264.70588235294116,13,True,2,24.76780185758514,25,False,0,1.2698412698412698,15,68
sobota,2020-10-10,7102,Jeseník,90,15,7,150,28,14,11,9,342,7102,Jeseník,37968,8400,CZ071,Olomoucký kraj,442.4778761061947,13,True,0,369.04761904761904,13,True,2,26.31578947368421,30,True,2,1.3636363636363635,15,75
sobota,2020-10-10,7103,Konice,48,6,2,60,8,3,3,2,123,7103,Konice,10634,2373,CZ071,Olomoucký kraj,573.6317472258793,16,True,0,337.126000842815,13,True,2,39.02439024390244,30,True,2,2.823529411764706,30,93
sobota,2020-10-10,7104,Lipník nad Bečvou,26,1,0,35,1,0,1,1,107,7104,Lipník nad Bečvou,15130,2913,CZ071,Olomoucký kraj,257.76602775941836,13,True,0,34.32887058015792,4,True,2,24.299065420560748,25,True,2,2.1666666666666665,30,76
sobota,2020-10-10,7105,Litovel,74,8,0,90,10,1,2,2,241,7105,Litovel,23715,4914,CZ071,Olomoucký kraj,409.02382458359693,13,True,0,223.85022385022387,10,True,2,30.70539419087137,30,True,2,2.0,30,87
sobota,2020-10-10,7106,Mohelnice,86,17,7,108,21,9,7,7,225,7106,Mohelnice,18362,3710,CZ071,Olomoucký kraj,637.1854917764949,16,True,0,592.9919137466308,16,True,2,38.22222222222222,30,True,2,2.263157894736842,30,96
sobota,2020-10-10,7107,Olomouc,690,85,34,985,116,44,39,34,2345,7107,Olomouc,165165,32742,CZ071,Olomoucký kraj,631.4897223988133,16,True,0,384.82682792743265,13,True,2,29.42430703624733,30,True,2,1.4618644067796611,20,83
sobota,2020-10-10,7108,Prostějov,326,44,15,422,49,17,16,16,1085,7108,Prostějov,98012,20139,CZ071,Olomoucký kraj,474.431702240542,13,True,0,268.13645166095637,13,True,2,30.046082949308754,30,True,2,1.8212290502793296,25,85
sobota,2020-10-10,7109,Přerov,215,28,11,278,32,15,12,11,749,7109,Přerov,80236,17534,CZ071,Olomoucký kraj,391.3455306844808,13,True,0,199.61218204631,10,True,2,28.704939919893192,30,True,2,2.0476190476190474,30,87
sobota,2020-10-10,7110,Šternberk,107,12,6,143,18,9,5,3,273,7110,Šternberk,24164,4837,CZ071,Olomoucký kraj,620.7581526237377,16,True,0,351.4575149886293,13,True,2,39.1941391941392,30,True,2,2.018867924528302,30,93
sobota,2020-10-10,7111,Šumperk,184,32,9,232,36,7,8,12,552,7111,Šumperk,68988,15147,CZ071,Olomoucký kraj,375.42761059894474,13,True,0,283.8845976100878,13,True,2,33.33333333333333,30,True,2,2.3,30,90
sobota,2020-10-10,7112,Uničov,44,2,2,83,11,6,4,4,166,7112,Uničov,22428,4534,CZ071,Olomoucký kraj,401.28410914927764,13,False,0,242.61138067931185,13,True,2,26.506024096385545,30,False,0,1.0,10,68
sobota,2020-10-10,7113,Zábřeh,109,22,9,163,28,9,10,8,310,7113,Zábřeh,33067,6892,CZ071,Olomoucký kraj,562.4943296942572,16,True,0,362.73940800928614,13,True,2,35.16129032258065,30,True,2,1.2823529411764707,15,78
sobota,2020-10-10,7201,Bystřice pod Hostýnem,28,3,1,54,8,3,4,3,171,7201,Bystřice pod Hostýnem,15242,3294,CZ072,Zlínský kraj,439.57485894239596,13,False,0,303.5822707953855,13,True,2,16.374269005847953,15,True,2,0.8235294117647058,5,50
sobota,2020-10-10,7202,Holešov,48,3,1,68,7,4,1,1,189,7202,Holešov,21540,4371,CZ072,Zlínský kraj,371.4020427112349,13,True,0,160.14641958361932,10,True,2,25.396825396825395,25,True,2,1.7777777777777777,25,77
sobota,2020-10-10,7203,Kroměříž,308,38,22,396,47,25,17,16,1003,7203,Kroměříž,68561,14596,CZ072,Zlínský kraj,669.4768162658071,16,True,0,349.4107974787613,13,True,2,30.707876370887337,30,True,2,2.0130718954248366,30,93
sobota,2020-10-10,7204,Luhačovice,131,27,9,180,34,11,8,8,384,7204,Luhačovice,18624,3952,CZ072,Zlínský kraj,1047.0360824742268,20,True,0,961.5384615384615,20,True,2,34.11458333333333,30,True,2,1.5595238095238095,20,94
sobota,2020-10-10,7205,Otrokovice,101,8,4,131,12,3,5,5,371,7205,Otrokovice,34276,7438,CZ072,Zlínský kraj,455.12895320340766,13,True,0,201.66711481581072,10,True,2,27.22371967654987,30,True,2,1.8035714285714286,25,82
sobota,2020-10-10,7206,Rožnov pod Radhoštěm,74,9,1,89,12,2,2,1,273,7206,Rožnov pod Radhoštěm,35175,7559,CZ072,Zlínský kraj,275.7640369580668,13,True,0,185.2096838206112,10,True,2,27.106227106227106,30,True,2,3.3636363636363638,30,87
sobota,2020-10-10,7207,Uherské Hradiště,508,72,22,741,111,32,26,27,1497,7207,Uherské Hradiště,90117,18605,CZ072,Zlínský kraj,988.7146709277938,20,True,0,709.4866971244289,16,True,2,33.93453573814295,30,True,2,1.263681592039801,15,85
sobota,2020-10-10,7208,Uherský Brod,300,61,23,431,69,21,20,23,797,7208,Uherský Brod,52109,10911,CZ072,Zlínský kraj,965.2843078930704,20,True,0,751.535148015764,16,True,2,37.641154328732746,30,True,2,1.3636363636363635,15,85
sobota,2020-10-10,7209,Valašské Klobouky,124,13,7,159,13,7,9,9,419,7209,Valašské Klobouky,23102,4300,CZ072,Zlínský kraj,770.4960609471042,16,True,0,348.83720930232556,13,True,2,29.594272076372313,30,True,2,2.066666666666667,30,93
sobota,2020-10-10,7210,Valašské Meziříčí,109,11,6,151,13,7,5,7,398,7210,Valašské Meziříčí,41831,8296,CZ072,Zlínský kraj,396.834883220578,13,True,0,204.91803278688525,10,True,2,27.386934673366838,30,True,2,2.1372549019607843,30,87
sobota,2020-10-10,7211,Vizovice,45,7,2,53,10,3,3,3,147,7211,Vizovice,17153,3096,CZ072,Zlínský kraj,349.79303911852156,13,True,0,355.297157622739,13,True,2,30.612244897959183,30,True,2,2.25,30,90
sobota,2020-10-10,7212,Vsetín,182,22,6,225,30,10,9,8,475,7212,Vsetín,65522,13208,CZ072,Zlínský kraj,343.3961112298159,13,True,0,234.7062386432465,10,True,2,38.315789473684205,30,True,2,2.757575757575758,30,87
sobota,2020-10-10,7213,Zlín,397,40,21,539,61,32,16,15,1461,7213,Zlín,99303,21713,CZ072,Zlínský kraj,595.1481828343555,16,True,0,313.17643807857047,13,True,2,27.173169062286107,30,True,2,1.703862660944206,25,88
sobota,2020-10-10,8101,Bílovec,103,11,4,134,16,5,6,9,435,8101,Bílovec,25622,5035,CZ080,Moravskoslezský kraj,550.3083287799546,16,True,0,337.63654419066535,13,True,2,23.678160919540232,25,True,2,1.8392857142857142,25,83
sobota,2020-10-10,8102,Bohumín,82,8,4,104,10,5,5,4,533,8102,Bohumín,33366,6681,CZ080,Moravskoslezský kraj,323.6827908649524,13,True,0,164.6460110761862,10,True,2,15.384615384615385,15,True,2,2.0,30,72
sobota,2020-10-10,8103,Bruntál,103,26,19,148,25,16,7,11,432,8103,Bruntál,36418,7282,CZ080,Moravskoslezský kraj,417.37602284584545,13,True,0,411.97473221642406,13,True,2,23.84259259259259,25,True,2,1.7457627118644068,25,80
sobota,2020-10-10,8104,Český Těšín,56,6,3,88,8,4,1,1,372,8104,Český Těšín,25687,4960,CZ080,Moravskoslezský kraj,393.1950013625569,13,True,0,221.7741935483871,10,True,2,15.053763440860216,15,True,2,1.2173913043478262,15,57
sobota,2020-10-10,8105,Frenštát pod Radhoštěm,48,10,2,63,12,2,2,2,135,8105,Frenštát pod Radhoštěm,19541,3851,CZ080,Moravskoslezský kraj,347.98628524640503,13,True,0,311.60737470786813,13,True,2,35.55555555555556,30,True,2,1.92,30,90
sobota,2020-10-10,8106,Frýdek-Místek,225,30,15,289,34,16,18,19,1514,8106,Frýdek-Místek,112433,21794,CZ080,Moravskoslezský kraj,299.7340638424662,13,True,0,215.65568505093145,10,True,2,14.861294583883753,11,True,2,1.7578125,25,63
sobota,2020-10-10,8107,Frýdlant nad Ostravicí,94,26,9,111,28,9,4,2,359,8107,Frýdlant nad Ostravicí,24950,5239,CZ080,Moravskoslezský kraj,484.9699398797595,16,True,0,572.6283641916397,16,True,2,26.18384401114206,30,True,2,2.8484848484848486,30,96
sobota,2020-10-10,8108,Havířov,233,44,20,316,55,27,13,11,1844,8108,Havířov,86494,18457,CZ080,Moravskoslezský kraj,380.37320507780885,13,True,0,303.4079211139405,13,True,2,12.635574837310196,11,True,2,2.026086956521739,30,71
sobota,2020-10-10,8109,Hlučín,198,19,6,257,28,10,5,7,697,8109,Hlučín,40639,7899,CZ080,Moravskoslezský kraj,649.6222840128939,16,True,0,367.1350803899228,13,True,2,28.407460545193686,30,True,2,2.3855421686746987,30,93
sobota,2020-10-10,8110,Jablunkov,60,10,4,80,14,8,7,7,335,8110,Jablunkov,22664,3972,CZ080,Moravskoslezský kraj,405.9301094246382,13,True,0,352.46727089627393,13,True,2,17.91044776119403,15,True,2,1.3333333333333333,15,60
sobota,2020-10-10,8111,Karviná,155,20,4,209,22,5,4,6,1351,8111,Karviná,63614,13403,CZ080,Moravskoslezský kraj,317.5401641148175,13,True,0,208.90845333134374,10,True,2,11.472982975573649,11,True,2,2.5,30,68
sobota,2020-10-10,8112,Kopřivnice,74,5,4,105,11,7,0,0,320,8112,Kopřivnice,40755,7907,CZ080,Moravskoslezský kraj,279.72027972027973,13,True,0,126.47021626406982,10,True,2,23.125,25,True,2,1.574468085106383,20,72
sobota,2020-10-10,8113,Kravaře,149,47,31,182,49,31,5,7,408,8113,Kravaře,21356,3656,CZ080,Moravskoslezský kraj,880.314665667728,16,True,0,1477.024070021882,20,True,2,36.51960784313725,30,True,2,3.6341463414634148,30,100
sobota,2020-10-10,8114,Krnov,88,17,6,116,21,8,11,9,446,8114,Krnov,39938,8666,CZ080,Moravskoslezský kraj,287.9463167910261,13,True,0,230.78698361412415,10,True,2,19.730941704035875,20,True,2,2.838709677419355,30,77
sobota,2020-10-10,8115,Nový Jičín,89,8,0,118,12,1,2,2,375,8115,Nový Jičín,48731,9593,CZ080,Moravskoslezský kraj,268.82272065009954,13,True,0,177.212550818305,10,True,2,23.733333333333334,25,True,2,2.1707317073170733,30,82
sobota,2020-10-10,8116,Odry,53,3,0,79,5,1,2,2,246,8116,Odry,16928,3338,CZ080,Moravskoslezský kraj,478.4971644612476,13,True,0,149.79029358897543,10,True,2,21.544715447154474,20,True,2,1.394736842105263,15,62
sobota,2020-10-10,8117,Opava,288,24,9,382,34,15,15,13,1292,8117,Opava,100967,20360,CZ080,Moravskoslezský kraj,391.21693226499747,13,True,0,181.72888015717092,10,True,2,22.291021671826623,20,True,2,2.1818181818181817,30,77
sobota,2020-10-10,8118,Orlová,83,9,2,109,13,3,4,3,699,8118,Orlová,37163,6772,CZ080,Moravskoslezský kraj,301.37502354492375,13,True,0,177.20023626698168,10,True,2,11.874105865522175,11,True,2,1.8444444444444446,25,63
sobota,2020-10-10,8119,Ostrava,1023,197,119,1489,292,178,66,69,5312,8119,Ostrava,320145,64634,CZ080,Moravskoslezský kraj,495.7128801012041,16,True,0,465.6991676207569,13,True,2,19.25828313253012,20,True,2,1.5133136094674555,20,73
sobota,2020-10-10,8120,Rýmařov,30,9,4,37,10,4,4,4,134,8120,Rýmařov,15241,3521,CZ080,Moravskoslezský kraj,282.1337182599567,13,True,0,312.41124680488497,13,True,2,22.388059701492537,20,True,2,1.875,25,75
sobota,2020-10-10,8121,Třinec,219,49,30,288,55,34,9,10,775,8121,Třinec,54613,11066,CZ080,Moravskoslezský kraj,595.09640561771,16,True,0,497.0178926441352,16,True,2,28.258064516129032,30,True,2,1.6466165413533835,25,91
sobota,2020-10-10,8122,Vítkov,19,1,0,31,2,0,1,0,136,8122,Vítkov,13274,2743,CZ080,Moravskoslezský kraj,210.93867711315355,10,False,0,145.82573824279984,10,True,2,13.970588235294118,11,True,2,1.7272727272727273,25,60
