date,code,name,score
2020-09-12,CZ052,Královéhradecký kraj,55
2020-09-12,CZ053,Pardubický kraj,58
2020-09-12,CZ063,Kraj Vysočina,44
2020-09-12,CZ064,Jihomoravský kraj,46
2020-09-12,CZ071,Olomoucký kraj,56
2020-09-12,CZ072,Zlínský kraj,56
2020-09-12,CZ080,Moravskoslezský kraj,43
2020-09-13,CZ010,Praha,52
2020-09-13,CZ020,Středočeský kraj,53
2020-09-13,CZ031,Jihočeský kraj,37
2020-09-13,CZ032,Plzeňský kraj,59
2020-09-13,CZ041,Karlovarský kraj,53
2020-09-13,CZ042,Ústecký kraj,42
2020-09-13,CZ051,Liberecký kraj,45
2020-09-13,CZ052,Královéhradecký kraj,55
2020-09-13,CZ053,Pardubický kraj,58
2020-09-13,CZ063,Kraj Vysočina,44
2020-09-13,CZ064,Jihomoravský kraj,46
2020-09-13,CZ071,Olomoucký kraj,56
2020-09-13,CZ072,Zlínský kraj,56
2020-09-13,CZ080,Moravskoslezský kraj,43
2020-09-14,CZ010,Praha,55
2020-09-14,CZ020,Středočeský kraj,53
2020-09-14,CZ031,Jihočeský kraj,35
2020-09-14,CZ032,Plzeňský kraj,55
2020-09-14,CZ041,Karlovarský kraj,53
2020-09-14,CZ042,Ústecký kraj,45
2020-09-14,CZ051,Liberecký kraj,45
2020-09-14,CZ052,Královéhradecký kraj,50
2020-09-14,CZ053,Pardubický kraj,61
2020-09-14,CZ063,Kraj Vysočina,37
2020-09-14,CZ064,Jihomoravský kraj,41
2020-09-14,CZ071,Olomoucký kraj,56
2020-09-14,CZ072,Zlínský kraj,56
2020-09-14,CZ080,Moravskoslezský kraj,43
2020-09-15,CZ010,Praha,50
2020-09-15,CZ020,Středočeský kraj,48
2020-09-15,CZ031,Jihočeský kraj,35
2020-09-15,CZ032,Plzeňský kraj,46
2020-09-15,CZ041,Karlovarský kraj,52
2020-09-15,CZ042,Ústecký kraj,52
2020-09-15,CZ051,Liberecký kraj,45
2020-09-15,CZ052,Královéhradecký kraj,50
2020-09-15,CZ053,Pardubický kraj,56
2020-09-15,CZ063,Kraj Vysočina,44
2020-09-15,CZ064,Jihomoravský kraj,46
2020-09-15,CZ071,Olomoucký kraj,51
2020-09-15,CZ072,Zlínský kraj,59
2020-09-15,CZ080,Moravskoslezský kraj,38
2020-09-16,CZ010,Praha,50
2020-09-16,CZ020,Středočeský kraj,48
2020-09-16,CZ031,Jihočeský kraj,42
2020-09-16,CZ032,Plzeňský kraj,46
2020-09-16,CZ041,Karlovarský kraj,55
2020-09-16,CZ042,Ústecký kraj,47
2020-09-16,CZ051,Liberecký kraj,52
2020-09-16,CZ052,Královéhradecký kraj,45
2020-09-16,CZ053,Pardubický kraj,56
2020-09-16,CZ063,Kraj Vysočina,45
2020-09-16,CZ064,Jihomoravský kraj,44
2020-09-16,CZ071,Olomoucký kraj,51
2020-09-16,CZ072,Zlínský kraj,62
2020-09-16,CZ080,Moravskoslezský kraj,43
2020-09-17,CZ010,Praha,53
2020-09-17,CZ020,Středočeský kraj,48
2020-09-17,CZ031,Jihočeský kraj,48
2020-09-17,CZ032,Plzeňský kraj,46
2020-09-17,CZ041,Karlovarský kraj,50
2020-09-17,CZ042,Ústecký kraj,56
2020-09-17,CZ051,Liberecký kraj,55
2020-09-17,CZ052,Královéhradecký kraj,53
2020-09-17,CZ053,Pardubický kraj,46
2020-09-17,CZ063,Kraj Vysočina,50
2020-09-17,CZ064,Jihomoravský kraj,52
2020-09-17,CZ071,Olomoucký kraj,51
2020-09-17,CZ072,Zlínský kraj,62
2020-09-17,CZ080,Moravskoslezský kraj,43
2020-09-18,CZ010,Praha,58
2020-09-18,CZ020,Středočeský kraj,52
2020-09-18,CZ031,Jihočeský kraj,48
2020-09-18,CZ032,Plzeňský kraj,50
2020-09-18,CZ041,Karlovarský kraj,55
2020-09-18,CZ042,Ústecký kraj,56
2020-09-18,CZ051,Liberecký kraj,59
2020-09-18,CZ052,Královéhradecký kraj,41
2020-09-18,CZ053,Pardubický kraj,46
2020-09-18,CZ063,Kraj Vysočina,57
2020-09-18,CZ064,Jihomoravský kraj,45
2020-09-18,CZ071,Olomoucký kraj,56
2020-09-18,CZ072,Zlínský kraj,62
2020-09-18,CZ080,Moravskoslezský kraj,43
2020-09-19,CZ010,Praha,53
2020-09-19,CZ020,Středočeský kraj,55
2020-09-19,CZ031,Jihočeský kraj,58
2020-09-19,CZ032,Plzeňský kraj,46
2020-09-19,CZ041,Karlovarský kraj,62
2020-09-19,CZ042,Ústecký kraj,56
2020-09-19,CZ051,Liberecký kraj,59
2020-09-19,CZ052,Královéhradecký kraj,48
2020-09-19,CZ053,Pardubický kraj,39
2020-09-19,CZ063,Kraj Vysočina,57
2020-09-19,CZ064,Jihomoravský kraj,52
2020-09-19,CZ071,Olomoucký kraj,51
2020-09-19,CZ072,Zlínský kraj,57
2020-09-19,CZ080,Moravskoslezský kraj,46
2020-09-20,CZ010,Praha,58
2020-09-20,CZ020,Středočeský kraj,46
2020-09-20,CZ031,Jihočeský kraj,53
2020-09-20,CZ032,Plzeňský kraj,41
2020-09-20,CZ041,Karlovarský kraj,53
2020-09-20,CZ042,Ústecký kraj,51
2020-09-20,CZ051,Liberecký kraj,59
2020-09-20,CZ052,Královéhradecký kraj,41
2020-09-20,CZ053,Pardubický kraj,39
2020-09-20,CZ063,Kraj Vysočina,52
2020-09-20,CZ064,Jihomoravský kraj,51
2020-09-20,CZ071,Olomoucký kraj,49
2020-09-20,CZ072,Zlínský kraj,57
2020-09-20,CZ080,Moravskoslezský kraj,46
2020-09-21,CZ010,Praha,53
2020-09-21,CZ020,Středočeský kraj,46
2020-09-21,CZ031,Jihočeský kraj,48
2020-09-21,CZ032,Plzeňský kraj,50
2020-09-21,CZ041,Karlovarský kraj,48
2020-09-21,CZ042,Ústecký kraj,54
2020-09-21,CZ051,Liberecký kraj,54
2020-09-21,CZ052,Královéhradecký kraj,38
2020-09-21,CZ053,Pardubický kraj,39
2020-09-21,CZ063,Kraj Vysočina,52
2020-09-21,CZ064,Jihomoravský kraj,52
2020-09-21,CZ071,Olomoucký kraj,47
2020-09-21,CZ072,Zlínský kraj,47
2020-09-21,CZ080,Moravskoslezský kraj,36
2020-09-22,CZ010,Praha,48
2020-09-22,CZ020,Středočeský kraj,50
2020-09-22,CZ031,Jihočeský kraj,47
2020-09-22,CZ032,Plzeňský kraj,50
2020-09-22,CZ041,Karlovarský kraj,50
2020-09-22,CZ042,Ústecký kraj,47
2020-09-22,CZ051,Liberecký kraj,49
2020-09-22,CZ052,Královéhradecký kraj,36
2020-09-22,CZ053,Pardubický kraj,39
2020-09-22,CZ063,Kraj Vysočina,51
2020-09-22,CZ064,Jihomoravský kraj,47
2020-09-22,CZ071,Olomoucký kraj,44
2020-09-22,CZ072,Zlínský kraj,42
2020-09-22,CZ080,Moravskoslezský kraj,43
2020-09-23,CZ010,Praha,48
2020-09-23,CZ020,Středočeský kraj,45
2020-09-23,CZ031,Jihočeský kraj,47
2020-09-23,CZ032,Plzeňský kraj,45
2020-09-23,CZ041,Karlovarský kraj,45
2020-09-23,CZ042,Ústecký kraj,47
2020-09-23,CZ051,Liberecký kraj,47
2020-09-23,CZ052,Královéhradecký kraj,36
2020-09-23,CZ053,Pardubický kraj,41
2020-09-23,CZ063,Kraj Vysočina,51
2020-09-23,CZ064,Jihomoravský kraj,56
2020-09-23,CZ071,Olomoucký kraj,46
2020-09-23,CZ072,Zlínský kraj,43
2020-09-23,CZ080,Moravskoslezský kraj,39
2020-09-24,CZ010,Praha,48
2020-09-24,CZ020,Středočeský kraj,48
2020-09-24,CZ031,Jihočeský kraj,42
2020-09-24,CZ032,Plzeňský kraj,45
2020-09-24,CZ041,Karlovarský kraj,43
2020-09-24,CZ042,Ústecký kraj,47
2020-09-24,CZ051,Liberecký kraj,42
2020-09-24,CZ052,Královéhradecký kraj,31
2020-09-24,CZ053,Pardubický kraj,41
2020-09-24,CZ063,Kraj Vysočina,51
2020-09-24,CZ064,Jihomoravský kraj,51
2020-09-24,CZ071,Olomoucký kraj,51
2020-09-24,CZ072,Zlínský kraj,38
2020-09-24,CZ080,Moravskoslezský kraj,34
2020-09-25,CZ010,Praha,48
2020-09-25,CZ020,Středočeský kraj,48
2020-09-25,CZ031,Jihočeský kraj,42
2020-09-25,CZ032,Plzeňský kraj,53
2020-09-25,CZ041,Karlovarský kraj,38
2020-09-25,CZ042,Ústecký kraj,47
2020-09-25,CZ051,Liberecký kraj,45
2020-09-25,CZ052,Královéhradecký kraj,33
2020-09-25,CZ053,Pardubický kraj,44
2020-09-25,CZ063,Kraj Vysočina,54
2020-09-25,CZ064,Jihomoravský kraj,51
2020-09-25,CZ071,Olomoucký kraj,56
2020-09-25,CZ072,Zlínský kraj,46
2020-09-25,CZ080,Moravskoslezský kraj,34
2020-09-26,CZ010,Praha,48
2020-09-26,CZ020,Středočeský kraj,48
2020-09-26,CZ031,Jihočeský kraj,42
2020-09-26,CZ032,Plzeňský kraj,48
2020-09-26,CZ041,Karlovarský kraj,34
2020-09-26,CZ042,Ústecký kraj,47
2020-09-26,CZ051,Liberecký kraj,34
2020-09-26,CZ052,Královéhradecký kraj,33
2020-09-26,CZ053,Pardubický kraj,41
2020-09-26,CZ063,Kraj Vysočina,54
2020-09-26,CZ064,Jihomoravský kraj,54
2020-09-26,CZ071,Olomoucký kraj,61
2020-09-26,CZ072,Zlínský kraj,46
2020-09-26,CZ080,Moravskoslezský kraj,38
2020-09-27,CZ010,Praha,43
2020-09-27,CZ020,Středočeský kraj,48
2020-09-27,CZ031,Jihočeský kraj,37
2020-09-27,CZ032,Plzeňský kraj,48
2020-09-27,CZ041,Karlovarský kraj,34
2020-09-27,CZ042,Ústecký kraj,51
2020-09-27,CZ051,Liberecký kraj,34
2020-09-27,CZ052,Královéhradecký kraj,38
2020-09-27,CZ053,Pardubický kraj,41
2020-09-27,CZ063,Kraj Vysočina,57
2020-09-27,CZ064,Jihomoravský kraj,49
2020-09-27,CZ071,Olomoucký kraj,56
2020-09-27,CZ072,Zlínský kraj,46
2020-09-27,CZ080,Moravskoslezský kraj,38
2020-09-28,CZ010,Praha,43
2020-09-28,CZ020,Středočeský kraj,48
2020-09-28,CZ031,Jihočeský kraj,37
2020-09-28,CZ032,Plzeňský kraj,48
2020-09-28,CZ041,Karlovarský kraj,34
2020-09-28,CZ042,Ústecký kraj,46
2020-09-28,CZ051,Liberecký kraj,38
2020-09-28,CZ052,Královéhradecký kraj,38
2020-09-28,CZ053,Pardubický kraj,41
2020-09-28,CZ063,Kraj Vysočina,52
2020-09-28,CZ064,Jihomoravský kraj,49
2020-09-28,CZ071,Olomoucký kraj,51
2020-09-28,CZ072,Zlínský kraj,51
2020-09-28,CZ080,Moravskoslezský kraj,38
2020-09-29,CZ010,Praha,43
2020-09-29,CZ020,Středočeský kraj,48
2020-09-29,CZ031,Jihočeský kraj,37
2020-09-29,CZ032,Plzeňský kraj,48
2020-09-29,CZ041,Karlovarský kraj,29
2020-09-29,CZ042,Ústecký kraj,42
2020-09-29,CZ051,Liberecký kraj,38
2020-09-29,CZ052,Královéhradecký kraj,38
2020-09-29,CZ053,Pardubický kraj,45
2020-09-29,CZ063,Kraj Vysočina,62
2020-09-29,CZ064,Jihomoravský kraj,44
2020-09-29,CZ071,Olomoucký kraj,59
2020-09-29,CZ072,Zlínský kraj,58
2020-09-29,CZ080,Moravskoslezský kraj,38
2020-09-30,CZ010,Praha,43
2020-09-30,CZ020,Středočeský kraj,48
2020-09-30,CZ031,Jihočeský kraj,37
2020-09-30,CZ032,Plzeňský kraj,43
2020-09-30,CZ041,Karlovarský kraj,29
2020-09-30,CZ042,Ústecký kraj,44
2020-09-30,CZ051,Liberecký kraj,38
2020-09-30,CZ052,Královéhradecký kraj,38
2020-09-30,CZ053,Pardubický kraj,40
2020-09-30,CZ063,Kraj Vysočina,57
2020-09-30,CZ064,Jihomoravský kraj,47
2020-09-30,CZ071,Olomoucký kraj,62
2020-09-30,CZ072,Zlínský kraj,57
2020-09-30,CZ080,Moravskoslezský kraj,38
2020-10-01,CZ010,Praha,43
2020-10-01,CZ020,Středočeský kraj,48
2020-10-01,CZ031,Jihočeský kraj,37
2020-10-01,CZ032,Plzeňský kraj,43
2020-10-01,CZ041,Karlovarský kraj,29
2020-10-01,CZ042,Ústecký kraj,44
2020-10-01,CZ051,Liberecký kraj,43
2020-10-01,CZ052,Královéhradecký kraj,38
2020-10-01,CZ053,Pardubický kraj,45
2020-10-01,CZ063,Kraj Vysočina,57
2020-10-01,CZ064,Jihomoravský kraj,52
2020-10-01,CZ071,Olomoucký kraj,62
2020-10-01,CZ072,Zlínský kraj,57
2020-10-01,CZ080,Moravskoslezský kraj,43
2020-10-02,CZ010,Praha,43
2020-10-02,CZ020,Středočeský kraj,48
2020-10-02,CZ031,Jihočeský kraj,42
2020-10-02,CZ032,Plzeňský kraj,43
2020-10-02,CZ041,Karlovarský kraj,40
2020-10-02,CZ042,Ústecký kraj,44
2020-10-02,CZ051,Liberecký kraj,45
2020-10-02,CZ052,Královéhradecký kraj,38
2020-10-02,CZ053,Pardubický kraj,48
2020-10-02,CZ063,Kraj Vysočina,57
2020-10-02,CZ064,Jihomoravský kraj,57
2020-10-02,CZ071,Olomoucký kraj,62
2020-10-02,CZ072,Zlínský kraj,67
2020-10-02,CZ080,Moravskoslezský kraj,46
2020-10-03,CZ010,Praha,43
2020-10-03,CZ020,Středočeský kraj,48
2020-10-03,CZ031,Jihočeský kraj,57
2020-10-03,CZ032,Plzeňský kraj,52
2020-10-03,CZ041,Karlovarský kraj,40
2020-10-03,CZ042,Ústecký kraj,49
2020-10-03,CZ051,Liberecký kraj,54
2020-10-03,CZ052,Královéhradecký kraj,38
2020-10-03,CZ053,Pardubický kraj,48
2020-10-03,CZ063,Kraj Vysočina,57
2020-10-03,CZ064,Jihomoravský kraj,57
2020-10-03,CZ071,Olomoucký kraj,62
2020-10-03,CZ072,Zlínský kraj,67
2020-10-03,CZ080,Moravskoslezský kraj,51
2020-10-04,CZ010,Praha,55
2020-10-04,CZ020,Středočeský kraj,55
2020-10-04,CZ031,Jihočeský kraj,62
2020-10-04,CZ032,Plzeňský kraj,52
2020-10-04,CZ041,Karlovarský kraj,45
2020-10-04,CZ042,Ústecký kraj,52
2020-10-04,CZ051,Liberecký kraj,62
2020-10-04,CZ052,Královéhradecký kraj,33
2020-10-04,CZ053,Pardubický kraj,48
2020-10-04,CZ063,Kraj Vysočina,62
2020-10-04,CZ064,Jihomoravský kraj,62
2020-10-04,CZ071,Olomoucký kraj,57
2020-10-04,CZ072,Zlínský kraj,67
2020-10-04,CZ080,Moravskoslezský kraj,60
2020-10-05,CZ010,Praha,55
2020-10-05,CZ020,Středočeský kraj,55
2020-10-05,CZ031,Jihočeský kraj,62
2020-10-05,CZ032,Plzeňský kraj,62
2020-10-05,CZ041,Karlovarský kraj,54
2020-10-05,CZ042,Ústecký kraj,57
2020-10-05,CZ051,Liberecký kraj,62
2020-10-05,CZ052,Královéhradecký kraj,55
2020-10-05,CZ053,Pardubický kraj,57
2020-10-05,CZ063,Kraj Vysočina,62
2020-10-05,CZ064,Jihomoravský kraj,62
2020-10-05,CZ071,Olomoucký kraj,62
2020-10-05,CZ072,Zlínský kraj,70
2020-10-05,CZ080,Moravskoslezský kraj,63
2020-10-06,CZ010,Praha,63
2020-10-06,CZ020,Středočeský kraj,60
2020-10-06,CZ031,Jihočeský kraj,67
2020-10-06,CZ032,Plzeňský kraj,62
2020-10-06,CZ041,Karlovarský kraj,62
2020-10-06,CZ042,Ústecký kraj,62
2020-10-06,CZ051,Liberecký kraj,72
2020-10-06,CZ052,Královéhradecký kraj,62
2020-10-06,CZ053,Pardubický kraj,48
2020-10-06,CZ063,Kraj Vysočina,70
2020-10-06,CZ064,Jihomoravský kraj,70
2020-10-06,CZ071,Olomoucký kraj,67
2020-10-06,CZ072,Zlínský kraj,75
2020-10-06,CZ080,Moravskoslezský kraj,63
2020-10-07,CZ010,Praha,68
2020-10-07,CZ020,Středočeský kraj,65
2020-10-07,CZ031,Jihočeský kraj,72
2020-10-07,CZ032,Plzeňský kraj,72
2020-10-07,CZ041,Karlovarský kraj,75
2020-10-07,CZ042,Ústecký kraj,67
2020-10-07,CZ051,Liberecký kraj,72
2020-10-07,CZ052,Královéhradecký kraj,62
2020-10-07,CZ053,Pardubický kraj,57
2020-10-07,CZ063,Kraj Vysočina,70
2020-10-07,CZ064,Jihomoravský kraj,75
2020-10-07,CZ071,Olomoucký kraj,67
2020-10-07,CZ072,Zlínský kraj,70
2020-10-07,CZ080,Moravskoslezský kraj,70
2020-10-08,CZ010,Praha,68
2020-10-08,CZ020,Středočeský kraj,65
2020-10-08,CZ031,Jihočeský kraj,77
2020-10-08,CZ032,Plzeňský kraj,72
2020-10-08,CZ041,Karlovarský kraj,75
2020-10-08,CZ042,Ústecký kraj,72
2020-10-08,CZ051,Liberecký kraj,77
2020-10-08,CZ052,Královéhradecký kraj,72
2020-10-08,CZ053,Pardubický kraj,62
2020-10-08,CZ063,Kraj Vysočina,80
2020-10-08,CZ064,Jihomoravský kraj,75
2020-10-08,CZ071,Olomoucký kraj,75
2020-10-08,CZ072,Zlínský kraj,83
2020-10-08,CZ080,Moravskoslezský kraj,70
2020-10-09,CZ010,Praha,78
2020-10-09,CZ020,Středočeský kraj,78
2020-10-09,CZ031,Jihočeský kraj,90
2020-10-09,CZ032,Plzeňský kraj,77
2020-10-09,CZ041,Karlovarský kraj,70
2020-10-09,CZ042,Ústecký kraj,82
2020-10-09,CZ051,Liberecký kraj,80
2020-10-09,CZ052,Královéhradecký kraj,77
2020-10-09,CZ053,Pardubický kraj,75
2020-10-09,CZ063,Kraj Vysočina,85
2020-10-09,CZ064,Jihomoravský kraj,85
2020-10-09,CZ071,Olomoucký kraj,88
2020-10-09,CZ072,Zlínský kraj,88
2020-10-09,CZ080,Moravskoslezský kraj,75
2020-10-10,CZ010,Praha,78
2020-10-10,CZ020,Středočeský kraj,83
2020-10-10,CZ031,Jihočeský kraj,90
2020-10-10,CZ032,Plzeňský kraj,75
2020-10-10,CZ041,Karlovarský kraj,70
2020-10-10,CZ042,Ústecký kraj,85
2020-10-10,CZ051,Liberecký kraj,85
2020-10-10,CZ052,Královéhradecký kraj,85
2020-10-10,CZ053,Pardubický kraj,80
2020-10-10,CZ063,Kraj Vysočina,88
2020-10-10,CZ064,Jihomoravský kraj,85
2020-10-10,CZ071,Olomoucký kraj,88
2020-10-10,CZ072,Zlínský kraj,88
2020-10-10,CZ080,Moravskoslezský kraj,75
2020-10-11,CZ010,Praha,73
2020-10-11,CZ020,Středočeský kraj,78
2020-10-11,CZ031,Jihočeský kraj,85
2020-10-11,CZ032,Plzeňský kraj,75
2020-10-11,CZ041,Karlovarský kraj,65
2020-10-11,CZ042,Ústecký kraj,85
2020-10-11,CZ051,Liberecký kraj,83
2020-10-11,CZ052,Královéhradecký kraj,80
2020-10-11,CZ053,Pardubický kraj,80
2020-10-11,CZ063,Kraj Vysočina,88
2020-10-11,CZ064,Jihomoravský kraj,80
2020-10-11,CZ071,Olomoucký kraj,88
2020-10-11,CZ072,Zlínský kraj,88
2020-10-11,CZ080,Moravskoslezský kraj,75
2020-10-12,CZ010,Praha,73
2020-10-12,CZ020,Středočeský kraj,83
2020-10-12,CZ031,Jihočeský kraj,80
2020-10-12,CZ032,Plzeňský kraj,78
2020-10-12,CZ041,Karlovarský kraj,60
2020-10-12,CZ042,Ústecký kraj,80
2020-10-12,CZ051,Liberecký kraj,83
2020-10-12,CZ052,Královéhradecký kraj,80
2020-10-12,CZ053,Pardubický kraj,80
2020-10-12,CZ063,Kraj Vysočina,88
2020-10-12,CZ064,Jihomoravský kraj,75
2020-10-12,CZ071,Olomoucký kraj,83
2020-10-12,CZ072,Zlínský kraj,86
2020-10-12,CZ080,Moravskoslezský kraj,70
2020-10-13,CZ010,Praha,73
2020-10-13,CZ020,Středočeský kraj,83
2020-10-13,CZ031,Jihočeský kraj,83
2020-10-13,CZ032,Plzeňský kraj,83
2020-10-13,CZ041,Karlovarský kraj,70
2020-10-13,CZ042,Ústecký kraj,80
2020-10-13,CZ051,Liberecký kraj,83
2020-10-13,CZ052,Královéhradecký kraj,83
2020-10-13,CZ053,Pardubický kraj,88
2020-10-13,CZ063,Kraj Vysočina,91
2020-10-13,CZ064,Jihomoravský kraj,83
2020-10-13,CZ071,Olomoucký kraj,83
2020-10-13,CZ072,Zlínský kraj,86
2020-10-13,CZ080,Moravskoslezský kraj,73
2020-10-14,CZ010,Praha,76
2020-10-14,CZ020,Středočeský kraj,78
2020-10-14,CZ031,Jihočeský kraj,78
2020-10-14,CZ032,Plzeňský kraj,83
2020-10-14,CZ041,Karlovarský kraj,70
2020-10-14,CZ042,Ústecký kraj,83
2020-10-14,CZ051,Liberecký kraj,78
2020-10-14,CZ052,Královéhradecký kraj,88
2020-10-14,CZ053,Pardubický kraj,88
2020-10-14,CZ063,Kraj Vysočina,91
2020-10-14,CZ064,Jihomoravský kraj,78
2020-10-14,CZ071,Olomoucký kraj,78
2020-10-14,CZ072,Zlínský kraj,86
2020-10-14,CZ080,Moravskoslezský kraj,68
2020-10-15,CZ010,Praha,76
2020-10-15,CZ020,Středočeský kraj,81
2020-10-15,CZ031,Jihočeský kraj,86
2020-10-15,CZ032,Plzeňský kraj,86
2020-10-15,CZ041,Karlovarský kraj,75
2020-10-15,CZ042,Ústecký kraj,83
2020-10-15,CZ051,Liberecký kraj,86
2020-10-15,CZ052,Královéhradecký kraj,83
2020-10-15,CZ053,Pardubický kraj,88
2020-10-15,CZ063,Kraj Vysočina,86
2020-10-15,CZ064,Jihomoravský kraj,83
2020-10-15,CZ071,Olomoucký kraj,83
2020-10-15,CZ072,Zlínský kraj,90
2020-10-15,CZ080,Moravskoslezský kraj,73
2020-10-16,CZ010,Praha,76
2020-10-16,CZ020,Středočeský kraj,86
2020-10-16,CZ031,Jihočeský kraj,86
2020-10-16,CZ032,Plzeňský kraj,91
2020-10-16,CZ041,Karlovarský kraj,85
2020-10-16,CZ042,Ústecký kraj,83
2020-10-16,CZ051,Liberecký kraj,86
2020-10-16,CZ052,Královéhradecký kraj,88
2020-10-16,CZ053,Pardubický kraj,88
2020-10-16,CZ063,Kraj Vysočina,86
2020-10-16,CZ064,Jihomoravský kraj,86
2020-10-16,CZ071,Olomoucký kraj,86
2020-10-16,CZ072,Zlínský kraj,90
2020-10-16,CZ080,Moravskoslezský kraj,71
2020-10-17,CZ010,Praha,74
2020-10-17,CZ020,Středočeský kraj,86
2020-10-17,CZ031,Jihočeský kraj,91
2020-10-17,CZ032,Plzeňský kraj,96
2020-10-17,CZ041,Karlovarský kraj,88
2020-10-17,CZ042,Ústecký kraj,83
2020-10-17,CZ051,Liberecký kraj,86
2020-10-17,CZ052,Královéhradecký kraj,96
2020-10-17,CZ053,Pardubický kraj,91
2020-10-17,CZ063,Kraj Vysočina,86
2020-10-17,CZ064,Jihomoravský kraj,86
2020-10-17,CZ071,Olomoucký kraj,91
2020-10-17,CZ072,Zlínský kraj,95
2020-10-17,CZ080,Moravskoslezský kraj,71
2020-10-18,CZ010,Praha,76
2020-10-18,CZ020,Středočeský kraj,81
2020-10-18,CZ031,Jihočeský kraj,86
2020-10-18,CZ032,Plzeňský kraj,95
2020-10-18,CZ041,Karlovarský kraj,91
2020-10-18,CZ042,Ústecký kraj,83
2020-10-18,CZ051,Liberecký kraj,86
2020-10-18,CZ052,Královéhradecký kraj,91
2020-10-18,CZ053,Pardubický kraj,81
2020-10-18,CZ063,Kraj Vysočina,81
2020-10-18,CZ064,Jihomoravský kraj,81
2020-10-18,CZ071,Olomoucký kraj,91
2020-10-18,CZ072,Zlínský kraj,90
2020-10-18,CZ080,Moravskoslezský kraj,71
2020-10-19,CZ010,Praha,80
2020-10-19,CZ020,Středočeský kraj,81
2020-10-19,CZ031,Jihočeský kraj,86
2020-10-19,CZ032,Plzeňský kraj,95
2020-10-19,CZ041,Karlovarský kraj,96
2020-10-19,CZ042,Ústecký kraj,81
2020-10-19,CZ051,Liberecký kraj,81
2020-10-19,CZ052,Královéhradecký kraj,91
2020-10-19,CZ053,Pardubický kraj,81
2020-10-19,CZ063,Kraj Vysočina,76
2020-10-19,CZ064,Jihomoravský kraj,81
2020-10-19,CZ071,Olomoucký kraj,90
2020-10-19,CZ072,Zlínský kraj,90
2020-10-19,CZ080,Moravskoslezský kraj,71
2020-10-20,CZ010,Praha,80
2020-10-20,CZ020,Středočeský kraj,85
2020-10-20,CZ031,Jihočeský kraj,90
2020-10-20,CZ032,Plzeňský kraj,90
2020-10-20,CZ041,Karlovarský kraj,96
2020-10-20,CZ042,Ústecký kraj,81
2020-10-20,CZ051,Liberecký kraj,85
2020-10-20,CZ052,Královéhradecký kraj,90
2020-10-20,CZ053,Pardubický kraj,81
2020-10-20,CZ063,Kraj Vysočina,85
2020-10-20,CZ064,Jihomoravský kraj,81
2020-10-20,CZ071,Olomoucký kraj,90
2020-10-20,CZ072,Zlínský kraj,85
2020-10-20,CZ080,Moravskoslezský kraj,66
2020-10-21,CZ010,Praha,80
2020-10-21,CZ020,Středočeský kraj,85
2020-10-21,CZ031,Jihočeský kraj,85
2020-10-21,CZ032,Plzeňský kraj,90
2020-10-21,CZ041,Karlovarský kraj,91
2020-10-21,CZ042,Ústecký kraj,86
2020-10-21,CZ051,Liberecký kraj,85
2020-10-21,CZ052,Královéhradecký kraj,90
2020-10-21,CZ053,Pardubický kraj,85
2020-10-21,CZ063,Kraj Vysočina,85
2020-10-21,CZ064,Jihomoravský kraj,81
2020-10-21,CZ071,Olomoucký kraj,95
2020-10-21,CZ072,Zlínský kraj,90
2020-10-21,CZ080,Moravskoslezský kraj,76
2020-10-22,CZ010,Praha,80
2020-10-22,CZ020,Středočeský kraj,85
2020-10-22,CZ031,Jihočeský kraj,85
2020-10-22,CZ032,Plzeňský kraj,89
2020-10-22,CZ041,Karlovarský kraj,86
2020-10-22,CZ042,Ústecký kraj,86
2020-10-22,CZ051,Liberecký kraj,83
2020-10-22,CZ052,Královéhradecký kraj,90
2020-10-22,CZ053,Pardubický kraj,90
2020-10-22,CZ063,Kraj Vysočina,89
2020-10-22,CZ064,Jihomoravský kraj,83
2020-10-22,CZ071,Olomoucký kraj,90
2020-10-22,CZ072,Zlínský kraj,89
2020-10-22,CZ080,Moravskoslezský kraj,80
2020-10-23,CZ010,Praha,85
2020-10-23,CZ020,Středočeský kraj,85
2020-10-23,CZ031,Jihočeský kraj,90
2020-10-23,CZ032,Plzeňský kraj,89
2020-10-23,CZ041,Karlovarský kraj,86
2020-10-23,CZ042,Ústecký kraj,90
2020-10-23,CZ051,Liberecký kraj,89
2020-10-23,CZ052,Královéhradecký kraj,90
2020-10-23,CZ053,Pardubický kraj,90
2020-10-23,CZ063,Kraj Vysočina,89
2020-10-23,CZ064,Jihomoravský kraj,85
2020-10-23,CZ071,Olomoucký kraj,90
2020-10-23,CZ072,Zlínský kraj,89
2020-10-23,CZ080,Moravskoslezský kraj,85
2020-10-24,CZ010,Praha,85
2020-10-24,CZ020,Středočeský kraj,85
2020-10-24,CZ031,Jihočeský kraj,90
2020-10-24,CZ032,Plzeňský kraj,89
2020-10-24,CZ041,Karlovarský kraj,86
2020-10-24,CZ042,Ústecký kraj,95
2020-10-24,CZ051,Liberecký kraj,89
2020-10-24,CZ052,Královéhradecký kraj,94
2020-10-24,CZ053,Pardubický kraj,90
2020-10-24,CZ063,Kraj Vysočina,84
2020-10-24,CZ064,Jihomoravský kraj,85
2020-10-24,CZ071,Olomoucký kraj,89
2020-10-24,CZ072,Zlínský kraj,89
2020-10-24,CZ080,Moravskoslezský kraj,85
