den,datum,orp_kod,orp_nazev,incidence_7,incidence_65_7,incidence_75_7,prevalence,prevalence_65,prevalence_75,aktualni_pocet_hospitalizovanych_osob,nove_hosp_7,testy_7,code,name,population,population_65,code_region,name_region,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score
pátek,2020-11-13,5303,Holice,82,13,4,228,53,22,14,8,337,5303,Holice,17910,3461,CZ053,Pardubický kraj,1451.7029592406477,20,False,0,1618.0294712510836,20,True,2,24.33234421364985,25,False,0,0.5942028985507246,0,67
pátek,2020-11-13,5304,Chrudim,567,83,42,1331,188,91,58,43,1784,5304,Chrudim,83596,17211,CZ053,Pardubický kraj,1753.6724245179196,20,False,0,1208.5294288536402,20,True,2,31.782511210762333,30,False,0,0.7344559585492227,0,72
pátek,2020-11-13,5305,Králíky,136,71,61,188,73,60,1,3,332,5305,Králíky,8676,1838,CZ053,Pardubický kraj,2581.834946980175,20,True,0,4298.150163220892,20,True,2,40.963855421686745,30,False,0,1.7894736842105263,25,97
pátek,2020-11-13,5306,Lanškroun,141,22,12,210,27,14,6,8,395,5306,Lanškroun,23140,4468,CZ053,Pardubický kraj,1028.5220397579947,20,True,0,716.2041181736795,16,True,2,35.69620253164557,30,True,2,1.4536082474226804,20,90
pátek,2020-11-13,5307,Litomyšl,170,37,23,369,81,54,17,16,677,5307,Litomyšl,27205,5327,CZ053,Pardubický kraj,1510.7517000551368,20,False,0,1445.4664914586072,20,True,2,25.11078286558346,25,False,0,0.7981220657276995,0,67
pátek,2020-11-13,5308,Moravská Třebová,127,29,16,281,47,22,22,15,474,5308,Moravská Třebová,26138,5476,CZ053,Pardubický kraj,1117.1474481597675,20,False,0,931.336742147553,16,True,2,26.79324894514768,30,False,0,0.7514792899408284,0,68
pátek,2020-11-13,5309,Pardubice,618,113,56,1688,298,156,91,47,2165,5309,Pardubice,131691,26335,CZ053,Pardubický kraj,1393.413369174811,20,False,0,1230.3018796278718,20,True,2,28.545034642032334,30,False,0,0.6124876114965312,0,72
pátek,2020-11-13,5310,Polička,153,37,18,330,67,34,25,13,516,5310,Polička,19611,3995,CZ053,Pardubický kraj,1851.0019886798225,20,False,0,1652.0650813516897,20,True,2,29.651162790697676,30,False,0,0.827027027027027,5,77
pátek,2020-11-13,5311,Přelouč,142,25,9,304,53,24,19,12,383,5311,Přelouč,25840,5172,CZ053,Pardubický kraj,1226.780185758514,20,False,0,1024.7486465583913,20,True,2,37.0757180156658,30,True,2,0.8711656441717791,5,79
pátek,2020-11-13,5312,Svitavy,132,10,5,290,40,23,19,10,488,5312,Svitavy,31379,6533,CZ053,Pardubický kraj,968.8007903374868,20,False,0,596.969233124139,16,True,2,27.049180327868854,30,False,0,0.7857142857142857,0,68
pátek,2020-11-13,5313,Ústí nad Orlicí,132,40,23,274,74,46,10,8,567,5313,Ústí nad Orlicí,26573,5651,CZ053,Pardubický kraj,1369.8114627629548,20,False,0,1557.2465050433552,20,True,2,23.28042328042328,25,False,0,0.6633165829145728,0,67
pátek,2020-11-13,5314,Vysoké Mýto,271,61,29,490,123,71,22,18,783,5314,Vysoké Mýto,32454,6661,CZ053,Pardubický kraj,1928.883958834042,20,False,0,2191.8630836210777,20,True,2,34.61047254150703,30,False,0,0.8338461538461538,5,77
pátek,2020-11-13,5315,Žamberk,179,26,11,339,51,22,13,6,670,5315,Žamberk,29463,5651,CZ053,Pardubický kraj,1530.7334623086583,20,False,0,1185.6308617943728,20,True,2,26.71641791044776,30,False,0,0.7552742616033755,0,72
pátek,2020-11-13,6101,Bystřice nad Pernštejnem,149,43,31,274,69,46,24,13,501,6101,Bystřice nad Pernštejnem,19755,4235,CZ063,Kraj Vysočina,1473.0447987851176,20,True,0,1676.5053128689492,20,True,2,29.740518962075846,30,False,0,1.0875912408759123,10,82
pátek,2020-11-13,6102,Havlíčkův Brod,584,126,86,1017,190,114,65,42,1116,6102,Havlíčkův Brod,52932,10770,CZ063,Kraj Vysočina,2038.4644449482355,20,True,0,1819.870009285051,20,True,2,52.32974910394266,30,True,2,1.024561403508772,10,84
pátek,2020-11-13,6103,Humpolec,182,27,17,372,48,22,11,12,439,6103,Humpolec,17852,3773,CZ063,Kraj Vysočina,2246.2469191127043,20,True,0,1378.2136231115824,20,True,2,41.45785876993166,30,False,0,0.8544600938967136,5,77
pátek,2020-11-13,6104,Chotěboř,176,41,23,334,67,39,13,5,383,6104,Chotěboř,21872,4804,CZ063,Kraj Vysočina,1655.0841258229702,20,True,0,1519.5670274771023,20,True,2,45.95300261096606,30,True,2,0.9214659685863874,5,79
pátek,2020-11-13,6105,Jihlava,807,126,55,1507,242,128,76,66,1922,6105,Jihlava,101074,19707,CZ063,Kraj Vysočina,1771.969052377466,20,True,0,1573.0451108743086,20,True,2,41.98751300728408,30,False,0,0.840625,5,77
pátek,2020-11-13,6106,Moravské Budějovice,178,31,14,315,51,23,6,16,401,6106,Moravské Budějovice,23098,4818,CZ063,Kraj Vysočina,1510.9533292925794,20,True,0,1286.8410128684102,20,True,2,44.38902743142145,30,True,2,0.9726775956284153,5,79
pátek,2020-11-13,6107,Náměšť nad Oslavou,108,17,11,203,38,25,7,9,230,6107,Náměšť nad Oslavou,13440,2841,CZ063,Kraj Vysočina,1644.345238095238,20,False,0,1372.756071805702,20,True,2,46.95652173913044,30,True,2,0.9391304347826087,5,79
pátek,2020-11-13,6108,Nové Město na Moravě,175,36,17,364,71,32,22,14,627,6108,Nové Město na Moravě,19386,4017,CZ063,Kraj Vysočina,1970.4941710512742,20,False,0,1792.3823749066466,20,True,2,27.91068580542265,30,False,0,0.8928571428571429,5,77
pátek,2020-11-13,6109,Pacov,86,15,6,178,30,11,8,4,233,6109,Pacov,9364,2205,CZ063,Kraj Vysočina,2039.7266125587357,20,False,0,1405.8956916099773,20,True,2,36.9098712446352,30,False,0,0.7747747747747747,0,72
pátek,2020-11-13,6110,Pelhřimov,398,61,34,908,155,82,48,29,908,6110,Pelhřimov,45086,9648,CZ063,Kraj Vysočina,2264.561061083263,20,False,0,1741.2935323383085,20,True,2,43.83259911894273,30,False,0,0.6933797909407665,0,72
pátek,2020-11-13,6111,Světlá nad Sázavou,157,27,10,298,53,18,17,8,344,6111,Světlá nad Sázavou,19690,4322,CZ063,Kraj Vysočina,1670.898933468766,20,True,0,1295.6964368347988,20,True,2,45.63953488372093,30,True,2,0.8010204081632653,5,79
pátek,2020-11-13,6112,Telč,117,22,11,196,35,19,8,7,312,6112,Telč,12975,2736,CZ063,Kraj Vysočina,1664.7398843930634,20,True,0,1461.9883040935672,20,True,2,37.5,30,False,0,1.0636363636363637,10,82
pátek,2020-11-13,6113,Třebíč,491,100,47,1008,184,94,24,47,1345,6113,Třebíč,74272,15148,CZ063,Kraj Vysočina,1516.0491167600171,20,False,0,1439.1338790599418,20,True,2,36.50557620817844,30,False,0,0.7856,0,72
pátek,2020-11-13,6114,Velké Meziříčí,292,37,21,577,85,44,23,19,827,6114,Velké Meziříčí,36390,6564,CZ063,Kraj Vysočina,1832.9211321791702,20,False,0,1249.2382693479585,20,True,2,35.30834340991535,30,False,0,0.7545219638242894,0,72
pátek,2020-11-13,6115,Žďár nad Sázavou,351,50,23,679,118,58,47,32,1102,6115,Žďár nad Sázavou,42627,8703,CZ063,Kraj Vysočina,1700.7999624651043,20,False,0,1355.8543031138688,20,True,2,31.851179673321234,30,False,0,0.9285714285714286,5,77
pátek,2020-11-13,6201,Blansko,246,38,18,574,104,63,58,27,889,6201,Blansko,57126,11918,CZ064,Jihomoravský kraj,1078.318103840633,20,False,0,1015.2710186272864,20,True,2,27.671541057367826,30,False,0,0.6929577464788732,0,72
pátek,2020-11-13,6202,Boskovice,241,72,44,585,150,83,59,26,787,6202,Boskovice,52010,10490,CZ064,Jihomoravský kraj,1115.1701595846953,20,False,0,1325.0714966634891,20,True,2,30.62261753494282,30,False,0,0.7724358974358975,0,72
pátek,2020-11-13,6203,Brno,1332,311,170,3665,756,422,337,157,5215,6203,Brno,381346,79457,CZ064,Jihomoravský kraj,976.5409890230919,20,False,0,906.1504964949596,16,True,2,25.541706615532117,25,False,0,0.5526970954356847,0,63
pátek,2020-11-13,6204,Břeclav,193,41,17,491,117,53,58,36,747,6204,Břeclav,59715,12216,CZ064,Jihomoravský kraj,852.3821485388931,16,False,0,1047.8061558611657,20,True,2,25.83668005354752,25,False,0,0.6433333333333333,0,63
pátek,2020-11-13,6205,Bučovice,59,14,6,153,36,15,16,6,219,6205,Bučovice,16111,3177,CZ064,Jihomoravský kraj,968.2825398795853,20,False,0,1038.7157695939566,20,True,2,26.94063926940639,30,False,0,0.6020408163265306,0,72
pátek,2020-11-13,6206,Hodonín,305,58,25,699,133,59,61,38,1025,6206,Hodonín,60685,12248,CZ064,Jihomoravský kraj,1199.6374721924692,20,False,0,1126.7145656433704,20,True,2,29.756097560975608,30,False,0,0.7625,0,72
pátek,2020-11-13,6207,Hustopeče,136,20,7,353,44,15,19,13,517,6207,Hustopeče,36311,6981,CZ064,Jihomoravský kraj,1060.2847621932747,20,False,0,601.6330038676407,16,True,2,26.305609284332686,30,False,0,0.5461847389558233,0,68
pátek,2020-11-13,6208,Ivančice,118,13,7,287,51,31,14,5,383,6208,Ivančice,24459,4805,CZ064,Jihomoravský kraj,1308.3118688417353,20,False,0,1186.264308012487,20,True,2,30.809399477806785,30,False,0,0.6243386243386243,0,72
pátek,2020-11-13,6209,Kuřim,99,17,6,239,41,20,15,10,382,6209,Kuřim,23345,4177,CZ064,Jihomoravský kraj,1126.5795673591774,20,False,0,1077.3282259995212,20,True,2,25.916230366492147,25,False,0,0.6346153846153846,0,67
pátek,2020-11-13,6210,Kyjov,300,60,35,811,147,75,45,32,1228,6210,Kyjov,55543,11542,CZ064,Jihomoravský kraj,1389.9141205912535,20,False,0,1178.305319701958,20,True,2,24.429967426710096,25,False,0,0.6666666666666666,0,67
pátek,2020-11-13,6211,Mikulov,98,23,14,187,40,21,12,9,357,6211,Mikulov,20265,3954,CZ064,Jihomoravský kraj,912.9040217123118,16,True,0,1011.6337885685382,20,True,2,27.450980392156865,30,False,0,0.8828828828828829,5,73
pátek,2020-11-13,6212,Moravský Krumlov,153,30,17,288,48,25,21,12,413,6212,Moravský Krumlov,22452,4592,CZ064,Jihomoravský kraj,1456.4404061998932,20,True,0,1480.8362369337979,20,True,2,37.04600484261501,30,True,2,0.9329268292682927,5,79
pátek,2020-11-13,6213,Pohořelice,70,8,2,140,23,11,7,3,223,6213,Pohořelice,14599,2588,CZ064,Jihomoravský kraj,1013.7680663059114,20,True,0,888.7171561051006,16,True,2,31.390134529147986,30,False,0,0.8433734939759037,5,73
pátek,2020-11-13,6214,Rosice,82,17,7,238,49,25,18,9,346,6214,Rosice,26284,5080,CZ064,Jihomoravský kraj,973.9765636889362,20,False,0,1082.6771653543308,20,True,2,23.699421965317917,25,False,0,0.5256410256410257,0,67
pátek,2020-11-13,6215,Slavkov u Brna,128,24,15,287,52,25,24,14,383,6215,Slavkov u Brna,24027,4191,CZ064,Jihomoravský kraj,1306.8631123319599,20,False,0,1216.893342877595,20,True,2,33.420365535248045,30,True,2,0.6808510638297872,0,74
pátek,2020-11-13,6216,Šlapanice,285,55,22,779,130,64,42,23,1016,6216,Šlapanice,70414,12564,CZ064,Jihomoravský kraj,1153.1797653875649,20,False,0,1010.8245781598217,20,True,2,28.051181102362204,30,False,0,0.5387523629489603,0,72
pátek,2020-11-13,6217,Tišnov,130,23,10,352,61,32,24,12,440,6217,Tišnov,31725,6213,CZ064,Jihomoravský kraj,1169.424743892829,20,False,0,1014.0028971511348,20,True,2,29.545454545454547,30,False,0,0.5394190871369294,0,72
pátek,2020-11-13,6218,Veselí nad Moravou,227,39,22,622,97,48,33,21,795,6218,Veselí nad Moravou,37715,8138,CZ064,Jihomoravský kraj,1683.680233328914,20,False,0,1155.0749569918898,20,True,2,28.553459119496853,30,False,0,0.6085790884718498,0,72
pátek,2020-11-13,6219,Vyškov,269,53,26,611,113,53,44,29,944,6219,Vyškov,52142,10312,CZ064,Jihomoravský kraj,1143.0324882052857,20,False,0,1047.323506594259,20,True,2,28.49576271186441,30,False,0,0.8251533742331288,5,77
pátek,2020-11-13,6220,Znojmo,367,103,65,828,196,112,70,51,1213,6220,Znojmo,91899,18089,CZ064,Jihomoravský kraj,917.3113962067051,16,False,0,1160.9265299353196,20,True,2,30.2555647155812,30,False,0,0.8013100436681223,5,73
pátek,2020-11-13,6221,Židlochovice,154,14,8,384,62,33,32,13,551,6221,Židlochovice,33816,5888,CZ064,Jihomoravský kraj,1162.1717530163237,20,False,0,866.1684782608696,16,True,2,27.949183303085302,30,False,0,0.6062992125984252,0,68
pátek,2020-11-13,7101,Hranice,180,32,22,449,83,42,19,11,562,7101,Hranice,34146,6800,CZ071,Olomoucký kraj,1379.3709365665084,20,False,0,1264.7058823529412,20,True,2,32.028469750889684,30,False,0,0.6428571428571429,0,72
pátek,2020-11-13,7102,Jeseník,151,32,13,399,87,34,25,17,598,7102,Jeseník,37968,8400,CZ071,Olomoucký kraj,1416.9827222924569,20,False,0,1202.3809523809523,20,True,2,25.25083612040134,25,False,0,0.4793650793650794,0,67
pátek,2020-11-13,7103,Konice,83,14,6,196,25,10,12,6,238,7103,Konice,10634,2373,CZ071,Olomoucký kraj,1955.9902200488998,20,False,0,1264.2225031605562,20,True,2,34.87394957983193,30,False,0,0.7477477477477478,0,72
pátek,2020-11-13,7104,Lipník nad Bečvou,95,15,7,219,35,14,10,6,284,7104,Lipník nad Bečvou,15130,2913,CZ071,Olomoucký kraj,1546.59616655651,20,False,0,1167.1815997253689,20,True,2,33.45070422535211,30,False,0,0.6934306569343066,0,72
pátek,2020-11-13,7105,Litovel,107,22,10,267,52,26,24,11,357,7105,Litovel,23715,4914,CZ071,Olomoucký kraj,1130.0864431794223,20,False,0,1058.2010582010582,20,True,2,29.971988795518207,30,False,0,0.722972972972973,0,72
pátek,2020-11-13,7106,Mohelnice,122,31,22,259,62,38,14,11,346,7106,Mohelnice,18362,3710,CZ071,Olomoucký kraj,1524.888356388193,20,False,0,1644.2048517520216,20,True,2,35.26011560693642,30,True,2,0.7870967741935484,0,74
pátek,2020-11-13,7107,Olomouc,586,111,61,1563,288,145,117,66,2314,7107,Olomouc,165165,32742,CZ071,Olomoucký kraj,979.6264341718886,20,False,0,827.6830981613829,16,True,2,25.324114088159032,25,False,0,0.5967413441955194,0,63
pátek,2020-11-13,7108,Prostějov,591,100,39,1395,253,93,81,48,1803,7108,Prostějov,98012,20139,CZ071,Olomoucký kraj,1517.1611639391094,20,False,0,1380.406177069368,20,True,2,32.77870216306156,30,False,0,0.6738882554161916,0,72
pátek,2020-11-13,7109,Přerov,490,117,64,1191,238,104,19,26,1370,7109,Přerov,80236,17534,CZ071,Olomoucký kraj,1590.3085896605016,20,False,0,1397.2852743241701,20,True,2,35.76642335766424,30,False,0,0.6330749354005168,0,72
pátek,2020-11-13,7110,Šternberk,145,23,12,346,44,21,21,12,482,7110,Šternberk,24164,4837,CZ071,Olomoucký kraj,1489.8195662969706,20,False,0,868.3068017366137,16,True,2,30.08298755186722,30,False,0,0.7323232323232324,0,68
pátek,2020-11-13,7111,Šumperk,312,62,25,634,123,52,49,30,966,7111,Šumperk,68988,15147,CZ071,Olomoucký kraj,1034.9626021916854,20,False,0,864.8577276028257,16,True,2,32.298136645962735,30,False,0,0.861878453038674,5,73
pátek,2020-11-13,7112,Uničov,114,16,3,269,37,13,13,6,310,7112,Uničov,22428,4534,CZ071,Olomoucký kraj,1221.6871767433565,20,False,0,771.9453021614469,16,True,2,36.774193548387096,30,False,0,0.7755102040816326,0,68
pátek,2020-11-13,7113,Zábřeh,276,59,29,462,80,35,17,10,723,7113,Zábřeh,33067,6892,CZ071,Olomoucký kraj,1536.2748359391537,20,True,0,1276.8427161926872,20,True,2,38.17427385892116,30,True,2,1.1896551724137931,10,84
pátek,2020-11-13,7201,Bystřice pod Hostýnem,89,13,4,204,28,14,20,8,293,7201,Bystřice pod Hostýnem,15242,3294,CZ072,Zlínský kraj,1371.211127148668,20,False,0,789.3139040680024,16,True,2,30.37542662116041,30,False,0,0.7478991596638656,0,68
pátek,2020-11-13,7202,Holešov,113,16,10,278,51,32,14,12,419,7202,Holešov,21540,4371,CZ072,Zlínský kraj,1569.1736304549675,20,False,0,1464.1958361930908,20,True,2,26.968973747016705,30,False,0,0.6312849162011173,0,72
pátek,2020-11-13,7203,Kroměříž,357,72,24,783,131,47,103,52,1076,7203,Kroměříž,68561,14596,CZ072,Zlínský kraj,1241.23043712898,20,False,0,870.1013976431899,16,True,2,33.17843866171003,30,False,0,0.7846153846153846,0,68
pátek,2020-11-13,7204,Luhačovice,87,21,16,203,45,31,25,13,255,7204,Luhačovice,18624,3952,CZ072,Zlínský kraj,1336.984536082474,20,False,0,1341.093117408907,20,True,2,34.11764705882353,30,False,0,0.6041666666666666,0,72
pátek,2020-11-13,7205,Otrokovice,211,35,20,440,82,44,31,12,561,7205,Otrokovice,34276,7438,CZ072,Zlínský kraj,1502.5090442291983,20,False,0,1357.8919064264587,20,True,2,37.61140819964349,30,True,2,0.7814814814814814,0,74
pátek,2020-11-13,7206,Rožnov pod Radhoštěm,198,43,20,406,70,30,21,20,670,7206,Rožnov pod Radhoštěm,35175,7559,CZ072,Zlínský kraj,1569.2963752665246,20,False,0,1111.2581029236671,20,True,2,29.55223880597015,30,False,0,0.5857988165680473,0,72
pátek,2020-11-13,7207,Uherské Hradiště,544,97,40,1303,222,94,75,43,1683,7207,Uherské Hradiště,90117,18605,CZ072,Zlínský kraj,1587.9356836113054,20,False,0,1349.099704380543,20,True,2,32.323232323232325,30,False,0,0.6707768187422934,0,72
pátek,2020-11-13,7208,Uherský Brod,227,45,17,632,115,45,50,32,809,7208,Uherský Brod,52109,10911,CZ072,Zlínský kraj,1468.076531885087,20,False,0,1301.4389148565667,20,True,2,28.059332509270707,30,False,0,0.49455337690631807,0,72
pátek,2020-11-13,7209,Valašské Klobouky,142,26,14,359,61,30,40,19,471,7209,Valašské Klobouky,23102,4300,CZ072,Zlínský kraj,1947.8833001471733,20,False,0,1790.6976744186047,20,True,2,30.148619957537154,30,False,0,0.5503875968992248,0,72
pátek,2020-11-13,7210,Valašské Meziříčí,254,50,19,527,92,40,35,28,907,7210,Valašské Meziříčí,41831,8296,CZ072,Zlínský kraj,1692.5246826516222,20,False,0,1398.2642237222758,20,True,2,28.004410143329654,30,False,0,0.5893271461716937,0,72
pátek,2020-11-13,7211,Vizovice,88,24,12,220,48,21,16,6,300,7211,Vizovice,17153,3096,CZ072,Zlínský kraj,1463.3008803124817,20,False,0,1614.987080103359,20,True,2,29.333333333333332,30,False,0,0.6330935251798561,0,72
pátek,2020-11-13,7212,Vsetín,527,116,48,1135,215,98,83,56,1427,7212,Vsetín,65522,13208,CZ072,Zlínský kraj,2318.3053020359575,20,False,0,1923.076923076923,20,True,2,36.93062368605466,30,False,0,0.5921348314606741,0,72
pátek,2020-11-13,7213,Zlín,468,109,59,1092,246,139,106,55,1690,7213,Zlín,99303,21713,CZ072,Zlínský kraj,1259.7806712788133,20,False,0,1317.1832542716345,20,True,2,27.692307692307693,30,False,0,0.6782608695652174,0,72
pátek,2020-11-13,8101,Bílovec,138,24,7,307,55,20,13,6,548,8101,Bílovec,25622,5035,CZ080,Moravskoslezský kraj,1358.2077901803136,20,False,0,1072.4925521350547,20,True,2,25.18248175182482,25,False,0,0.745945945945946,0,67
pátek,2020-11-13,8102,Bohumín,107,8,6,291,47,26,17,9,607,8102,Bohumín,33366,6681,CZ080,Moravskoslezský kraj,839.1776059461728,16,False,0,553.8093099835354,16,True,2,17.627677100494235,15,False,0,0.6369047619047619,0,49
pátek,2020-11-13,8103,Bruntál,214,44,24,434,70,32,25,20,774,8103,Bruntál,36418,7282,CZ080,Moravskoslezský kraj,1164.2594321489373,20,True,0,961.2743751716562,20,True,2,27.648578811369507,30,False,0,0.9264069264069265,5,77
pátek,2020-11-13,8104,Český Těšín,168,25,5,340,55,21,20,14,698,8104,Český Těšín,25687,4960,CZ080,Moravskoslezský kraj,1783.003075485654,20,False,0,1350.8064516129032,20,True,2,24.068767908309454,25,False,0,0.75,0,67
pátek,2020-11-13,8105,Frenštát pod Radhoštěm,103,23,9,227,49,22,13,7,365,8105,Frenštát pod Radhoštěm,19541,3851,CZ080,Moravskoslezský kraj,1274.2438974463946,20,False,0,1376.2659049597507,20,True,2,28.21917808219178,30,False,0,0.7006802721088435,0,72
pátek,2020-11-13,8106,Frýdek-Místek,446,82,44,1082,256,157,41,24,2192,8106,Frýdek-Místek,112433,21794,CZ080,Moravskoslezský kraj,1066.4128858964893,20,False,0,1211.3425713499128,20,True,2,20.346715328467152,20,False,0,0.6676646706586826,0,62
pátek,2020-11-13,8107,Frýdlant nad Ostravicí,90,19,9,229,50,28,13,9,448,8107,Frýdlant nad Ostravicí,24950,5239,CZ080,Moravskoslezský kraj,1082.1643286573146,20,False,0,1355.2204619202137,20,True,2,20.089285714285715,20,False,0,0.656934306569343,0,62
pátek,2020-11-13,8108,Havířov,473,72,39,914,148,79,51,35,2435,8108,Havířov,86494,18457,CZ080,Moravskoslezský kraj,1150.3688117094828,20,True,0,866.8797746112585,16,True,2,19.42505133470226,20,False,0,0.9329388560157791,5,63
pátek,2020-11-13,8109,Hlučín,217,32,16,631,95,50,26,16,805,8109,Hlučín,40639,7899,CZ080,Moravskoslezský kraj,1518.246019833165,20,False,0,1101.4052411697683,20,True,2,26.956521739130434,30,False,0,0.6078431372549019,0,72
pátek,2020-11-13,8110,Jablunkov,187,38,17,356,55,22,16,12,670,8110,Jablunkov,22664,3972,CZ080,Moravskoslezský kraj,2364.9841157783267,20,False,0,1686.8076535750251,20,True,2,27.91044776119403,30,False,0,0.5389048991354467,0,72
pátek,2020-11-13,8111,Karviná,463,86,40,918,173,88,67,48,2184,8111,Karviná,63614,13403,CZ080,Moravskoslezský kraj,1543.6853522809445,20,True,0,1447.4371409385958,20,True,2,21.1996336996337,20,False,0,0.9007782101167315,5,67
pátek,2020-11-13,8112,Kopřivnice,203,40,21,545,104,50,20,14,821,8112,Kopřivnice,40755,7907,CZ080,Moravskoslezský kraj,1526.1931051404736,20,False,0,1504.9955735424307,20,True,2,24.725943970767357,25,False,0,0.5427807486631016,0,67
pátek,2020-11-13,8113,Kravaře,198,27,12,457,66,27,14,11,561,8113,Kravaře,21356,3656,CZ080,Moravskoslezský kraj,2135.2313167259786,20,False,0,1668.4901531728667,20,True,2,35.294117647058826,30,False,0,0.8878923766816144,5,77
pátek,2020-11-13,8114,Krnov,274,43,17,601,96,40,34,22,834,8114,Krnov,39938,8666,CZ080,Moravskoslezský kraj,1379.6384395813511,20,True,0,957.7659819986152,16,True,2,32.853717026378895,30,True,2,0.9647887323943662,5,75
pátek,2020-11-13,8115,Nový Jičín,290,75,38,602,134,67,30,18,1001,8115,Nový Jičín,48731,9593,CZ080,Moravskoslezský kraj,1366.686503457758,20,False,0,1448.9732096320233,20,True,2,28.97102897102897,30,False,0,0.8192090395480226,5,77
pátek,2020-11-13,8116,Odry,120,27,11,218,46,18,7,5,576,8116,Odry,16928,3338,CZ080,Moravskoslezský kraj,1364.6030245746692,20,False,0,1437.9868184541642,20,True,2,20.833333333333336,20,False,0,1.0714285714285714,10,72
pátek,2020-11-13,8117,Opava,662,112,53,1541,264,121,80,61,2282,8117,Opava,100967,20360,CZ080,Moravskoslezský kraj,1602.5037883664959,20,False,0,1350.687622789784,20,True,2,29.009640666082383,30,False,0,0.804374240583232,5,77
pátek,2020-11-13,8118,Orlová,180,24,11,349,49,21,17,15,967,8118,Orlová,37163,6772,CZ080,Moravskoslezský kraj,1019.8315528886258,20,True,0,708.8009450679267,16,True,2,18.61427094105481,15,True,2,0.9375,5,60
pátek,2020-11-13,8119,Ostrava,1069,182,84,2991,551,294,206,111,5083,8119,Ostrava,320145,64634,CZ080,Moravskoslezský kraj,984.8662324884037,20,False,0,820.0018566079772,16,True,2,21.03088727129648,20,False,0,0.5835152838427947,0,58
pátek,2020-11-13,8120,Rýmařov,76,6,1,147,14,3,4,7,294,8120,Rýmařov,15241,3521,CZ080,Moravskoslezský kraj,1069.4836296830917,20,False,0,397.6143141153081,13,True,2,25.850340136054424,25,False,0,0.9047619047619048,5,65
pátek,2020-11-13,8121,Třinec,451,82,40,864,153,80,51,27,1715,8121,Třinec,54613,11066,CZ080,Moravskoslezský kraj,2171.644114038782,20,False,0,1762.1543466473884,20,True,2,26.29737609329446,30,False,0,0.593421052631579,0,72
pátek,2020-11-13,8122,Vítkov,86,20,7,193,38,14,10,5,310,8122,Vítkov,13274,2743,CZ080,Moravskoslezský kraj,1521.7718848877505,20,True,0,1421.8009478672984,20,True,2,27.741935483870968,30,False,0,0.7678571428571429,0,72
